time,RRP
1520307000,51.97
1520308800,49.71
1520310600,52.25
1520312400,52.31
1520314200,54.14
1520316000,56.05
1520317800,60.77
1520319600,60.14
1520321400,58.9
1520323200,60.39
1520325000,59.97
1520326800,62.27
1520328600,61.31
1520330400,64.13
1520332200,60.43
1520334000,55.6
1520335800,56.89
1520337600,56.58
1520339400,54.91
1520341200,57.83
1520343000,59.44
1520344800,60.89
1520346600,58.37
1520348400,55.48
1520350200,51.32
1520352000,49.94
1520353800,47.84
1520355600,43.28
1520357400,46.7
1520359200,43.04
1520361000,46.94
1520362800,53.34
1520364600,60.54
1520366400,59.83
1520368200,64.73
1520370000,72.71
1520371800,64.05
1520373600,79.18
1520375400,84.88
1520377200,80.15
1520379000,72.81
1520380800,81.79
1520382600,85.38
1520384400,96.83
1520386200,88.9
1520388000,85.01
1520389800,134.59
1520391600,122.34
1520393400,86.54
1520395200,75.14
1520397000,73.92
1520398800,75.09
1520400600,77.72
1520402400,82.94
1520404200,89.95
1520406000,93.32
1520407800,83.35
1520409600,82.89
1520411400,77.18
1520413200,77.37
1520415000,73.65
1520416800,77.95
1520418600,67.51
1520420400,65.99
1520422200,64.55
1520424000,61.47
1520425800,61.36
1520427600,60.84
1520429400,62.2
1520431200,63.25
1520433000,58.71
1520434800,55.13
1520436600,51.52
1520438400,51.45
1520440200,50.59
1520442000,49.22
1520443800,51.66
1520445600,53.05
1520447400,56.81
1520449200,130.31
1520451000,118.63
1520452800,124.52
1520454600,84.92
1520456400,84.55
1520458200,83.48
1520460000,95.21
1520461800,93.29
1520463600,104.19
1520465400,130.91
1520467200,111.62
1520469000,92.36
1520470800,83.44
1520472600,79.86
1520474400,81.99
1520476200,90.89
1520478000,111.73
1520479800,99.4
1520481600,103.62
1520483400,117.29
1520485200,122.48
1520487000,126.01
1520488800,130.15
1520490600,127.77
1520492400,111.5
1520494200,259.55
1520496000,112.37
1520497800,104.83
1520499600,114.58
1520501400,101.92
1520503200,94.34
1520505000,76.77
1520506800,77.48
1520508600,75.73
1520510400,110.86
1520512200,110.53
1520514000,81.5
1520515800,128.27
1520517600,103.8
1520519400,70.75
1520521200,69.14
1520523000,67.92
1520524800,68.68
1520526600,67.62
1520528400,68.86
1520530200,65.49
1520532000,64.53
1520533800,72.36
1520535600,78.28
1520537400,111.33
1520539200,261.73
1520541000,72.7
1520542800,110.24
1520544600,77.89
1520546400,109.89
1520548200,139.71
1520550000,114.35
1520551800,103.97
1520553600,104.07
1520555400,90.65
1520557200,91.98
1520559000,94.78
1520560800,90.13
1520562600,101.66
1520564400,111.86
1520566200,136.64
1520568000,133.93
1520569800,112.06
1520571600,131.96
1520573400,142.76
1520575200,147.99
1520577000,132.37
1520578800,121.88
1520580600,126.91
1520582400,112.34
1520584200,108.34
1520586000,105.22
1520587800,113.66
1520589600,94.65
1520591400,101.61
1520593200,84.5
1520595000,104.66
1520596800,97.71
1520598600,102.99
1520600400,87.73
1520602200,94.11
1520604000,104.32
1520605800,94.33
1520607600,96.62
1520609400,86.62
1520611200,85.51
1520613000,71.77
1520614800,69.48
1520616600,66.56
1520618400,66.91
1520620200,63.06
1520622000,64.42
1520623800,66.58
1520625600,66.0
1520627400,67.52
1520629200,72.15
1520631000,72.49
1520632800,78.08
1520634600,110.44
1520636400,102.03
1520638200,107.11
1520640000,107.32
1520641800,98.81
1520643600,102.34
1520645400,107.58
1520647200,118.95
1520649000,131.41
1520650800,151.14
1520652600,112.86
1520654400,120.21
1520656200,126.8
1520658000,126.29
1520659800,146.53
1520661600,138.52
1520663400,135.0
1520665200,135.0
1520667000,135.0
1520668800,126.24
1520670600,105.58
1520672400,105.26
1520674200,93.63
1520676000,87.44
1520677800,75.35
1520679600,74.32
1520681400,82.29
1520683200,92.91
1520685000,72.34
1520686800,69.67
1520688600,79.48
1520690400,94.88
1520692200,108.44
1520694000,127.41
1520695800,100.02
1520697600,73.11
1520699400,79.47
1520701200,65.87
1520703000,64.15
1520704800,67.57
1520706600,62.23
1520708400,61.28
1520710200,71.42
1520712000,65.2
1520713800,65.87
1520715600,65.97
1520717400,63.79
1520719200,64.44
1520721000,68.24
1520722800,77.55
1520724600,86.78
1520726400,76.31
1520728200,105.13
1520730000,72.19
1520731800,75.08
1520733600,72.03
1520735400,73.62
1520737200,75.54
1520739000,72.62
1520740800,72.04
1520742600,83.67
1520744400,74.23
1520746200,74.04
1520748000,79.95
1520749800,70.88
1520751600,72.77
1520753400,73.84
1520755200,73.99
1520757000,77.0
1520758800,81.21
1520760600,78.5
1520762400,79.5
1520764200,82.32
1520766000,68.61
1520767800,66.25
1520769600,62.77
1520771400,63.33
1520773200,63.87
1520775000,64.08
1520776800,65.32
1520778600,64.37
1520780400,62.97
1520782200,63.26
1520784000,63.7
1520785800,58.02
1520787600,49.93
1520789400,57.04
1520791200,58.88
1520793000,55.04
1520794800,57.64
1520796600,60.83
1520798400,59.23
1520800200,60.84
1520802000,60.81
1520803800,58.71
1520805600,59.73
1520807400,61.78
1520809200,62.8
1520811000,62.61
1520812800,60.85
1520814600,60.62
1520816400,62.06
1520818200,62.79
1520820000,65.03
1520821800,63.8
1520823600,62.9
1520825400,63.69
1520827200,63.35
1520829000,62.85
1520830800,62.81
1520832600,64.26
1520834400,63.29
1520836200,65.49
1520838000,69.68
1520839800,68.89
1520841600,70.39
1520843400,70.93
1520845200,70.82
1520847000,71.78
1520848800,71.16
1520850600,70.97
1520852400,66.32
1520854200,65.17
1520856000,61.36
1520857800,62.5
1520859600,64.24
1520861400,69.21
1520863200,80.74
1520865000,73.29
1520866800,63.43
1520868600,60.62
1520870400,56.37
1520872200,52.35
1520874000,53.64
1520875800,54.19
1520877600,56.97
1520879400,59.09
1520881200,62.49
1520883000,89.17
1520884800,94.1
1520886600,70.48
1520888400,82.67
1520890200,68.16
1520892000,69.06
1520893800,102.26
1520895600,83.14
1520897400,80.25
1520899200,87.27
1520901000,76.01
1520902800,84.29
1520904600,120.51
1520906400,85.51
1520908200,78.88
1520910000,74.82
1520911800,74.47
1520913600,75.01
1520915400,74.37
1520917200,79.36
1520919000,74.33
1520920800,80.01
1520922600,94.96
1520924400,98.39
1520926200,84.27
1520928000,91.98
1520929800,91.01
1520931600,94.37
1520933400,85.41
1520935200,80.86
1520937000,82.23
1520938800,91.05
1520940600,73.37
1520942400,66.2
1520944200,71.02
1520946000,66.67
1520947800,68.58
1520949600,95.44
1520951400,74.7
1520953200,108.65
1520955000,72.9
1520956800,65.94
1520958600,66.76
1520960400,66.03
1520962200,66.89
1520964000,70.96
1520965800,81.76
1520967600,127.15
1520969400,101.0
1520971200,142.36
1520973000,98.51
1520974800,97.84
1520976600,80.98
1520978400,80.55
1520980200,78.74
1520982000,79.51
1520983800,94.33
1520985600,84.72
1520987400,106.13
1520989200,126.28
1520991000,336.68
1520992800,80.08
1520994600,100.62
1520996400,100.28
1520998200,92.93
1521000000,103.49
1521001800,105.15
1521003600,97.97
1521005400,105.0
1521007200,91.31
1521009000,98.29
1521010800,105.01
1521012600,102.97
1521014400,97.52
1521016200,93.44
1521018000,101.12
1521019800,103.25
1521021600,106.35
1521023400,115.05
1521025200,85.26
1521027000,91.57
1521028800,96.68
1521030600,91.07
1521032400,127.6
1521034200,223.02
1521036000,155.84
1521037800,113.74
1521039600,133.43
1521041400,106.98
1521043200,94.29
1521045000,94.82
1521046800,92.46
1521048600,75.62
1521050400,76.84
1521052200,95.65
1521054000,104.39
1521055800,139.25
1521057600,124.6
1521059400,126.71
1521061200,124.03
1521063000,166.18
1521064800,172.43
1521066600,115.21
1521068400,112.98
1521070200,109.66
1521072000,116.18
1521073800,131.3
1521075600,132.09
1521077400,100.79
1521079200,106.93
1521081000,101.01
1521082800,94.61
1521084600,90.97
1521086400,94.58
1521088200,103.24
1521090000,139.23
1521091800,101.0
1521093600,111.46
1521095400,110.73
1521097200,117.81
1521099000,115.54
1521100800,108.2
1521102600,98.47
1521104400,167.49
1521106200,129.79
1521108000,125.96
1521109800,105.72
1521111600,95.23
1521113400,123.35
1521115200,92.64
1521117000,94.58
1521118800,81.68
1521120600,108.99
1521122400,97.91
1521124200,111.78
1521126000,104.05
1521127800,91.54
1521129600,93.01
1521131400,84.66
1521133200,81.17
1521135000,76.33
1521136800,81.02
1521138600,102.31
1521140400,97.32
1521142200,112.26
1521144000,77.07
1521145800,81.97
1521147600,102.85
1521149400,90.23
1521151200,85.36
1521153000,80.98
1521154800,83.61
1521156600,86.53
1521158400,90.27
1521160200,93.48
1521162000,89.29
1521163800,80.27
1521165600,77.23
1521167400,77.21
1521169200,80.06
1521171000,82.22
1521172800,70.68
1521174600,70.91
1521176400,85.38
1521178200,92.63
1521180000,85.07
1521181800,105.35
1521183600,108.09
1521185400,105.6
1521187200,113.31
1521189000,90.01
1521190800,121.83
1521192600,140.12
1521194400,128.58
1521196200,136.49
1521198000,134.97
1521199800,103.13
1521201600,92.69
1521203400,101.8
1521205200,88.75
1521207000,87.29
1521208800,96.39
1521210600,72.26
1521212400,69.12
1521214200,66.05
1521216000,63.03
1521217800,61.22
1521219600,58.68
1521221400,57.29
1521223200,59.19
1521225000,55.71
1521226800,55.69
1521228600,56.35
1521230400,58.24
1521232200,60.99
1521234000,63.51
1521235800,65.06
1521237600,63.79
1521239400,67.53
1521241200,69.98
1521243000,66.78
1521244800,65.28
1521246600,65.62
1521248400,64.09
1521250200,64.64
1521252000,65.17
1521253800,65.0
1521255600,70.49
1521257400,87.93
1521259200,73.13
1521261000,81.2
1521262800,75.48
1521264600,72.5
1521266400,70.54
1521268200,71.19
1521270000,71.13
1521271800,71.34
1521273600,71.69
1521275400,70.39
1521277200,73.21
1521279000,77.01
1521280800,74.13
1521282600,81.42
1521284400,97.82
1521286200,96.71
1521288000,94.92
1521289800,100.36
1521291600,94.3
1521293400,83.22
1521295200,70.05
1521297000,124.37
1521298800,92.75
1521300600,62.25
1521302400,56.7
1521304200,57.52
1521306000,46.17
1521307800,46.81
1521309600,53.93
1521311400,58.45
1521313200,57.71
1521315000,54.09
1521316800,52.87
1521318600,55.98
1521320400,59.96
1521322200,47.81
1521324000,48.22
1521325800,50.65
1521327600,55.21
1521329400,50.6
1521331200,47.75
1521333000,43.98
1521334800,-304.34
1521336600,-28.87
1521338400,-52.05
1521340200,-97.9
1521342000,-54.58
1521343800,-16.6
1521345600,8.66
1521347400,14.97
1521349200,45.49
1521351000,58.36
1521352800,80.37
1521354600,66.32
1521356400,70.41
1521358200,82.77
1521360000,73.23
1521361800,99.78
1521363600,114.72
1521365400,101.07
1521367200,92.17
1521369000,88.37
1521370800,77.89
1521372600,71.38
1521374400,66.86
1521376200,77.06
1521378000,73.13
1521379800,73.53
1521381600,86.3
1521383400,79.62
1521385200,75.5
1521387000,74.03
1521388800,68.64
1521390600,69.56
1521392400,66.77
1521394200,67.64
1521396000,71.21
1521397800,74.47
1521399600,78.85
1521401400,87.57
1521403200,85.99
1521405000,88.64
1521406800,102.69
1521408600,79.89
1521410400,77.75
1521412200,80.02
1521414000,81.87
1521415800,76.08
1521417600,71.53
1521419400,69.68
1521421200,67.41
1521423000,65.92
1521424800,67.82
1521426600,69.78
1521428400,71.32
1521430200,82.33
1521432000,79.89
1521433800,84.29
1521435600,84.02
1521437400,93.23
1521439200,103.35
1521441000,102.66
1521442800,109.57
1521444600,109.48
1521446400,101.01
1521448200,105.96
1521450000,113.77
1521451800,100.97
1521453600,92.85
1521455400,83.0
1521457200,93.52
1521459000,88.67
1521460800,82.4
1521462600,83.14
1521464400,72.86
1521466200,73.09
1521468000,84.33
1521469800,85.36
1521471600,83.12
1521473400,84.58
1521475200,81.46
1521477000,82.51
1521478800,78.55
1521480600,78.11
1521482400,83.54
1521484200,77.97
1521486000,83.42
1521487800,91.42
1521489600,84.46
1521491400,95.2
1521493200,156.08
1521495000,98.94
1521496800,83.08
1521498600,87.08
1521500400,77.53
1521502200,67.95
1521504000,66.75
1521505800,66.44
1521507600,66.96
1521509400,69.13
1521511200,77.56
1521513000,82.9
1521514800,79.08
1521516600,76.96
1521518400,76.82
1521520200,69.4
1521522000,69.49
1521523800,75.18
1521525600,72.27
1521527400,73.49
1521529200,78.87
1521531000,71.55
1521532800,66.42
1521534600,66.42
1521536400,70.24
1521538200,67.68
1521540000,64.52
1521541800,62.79
1521543600,60.93
1521545400,61.74
1521547200,61.75
1521549000,57.44
1521550800,52.54
1521552600,55.99
1521554400,56.42
1521556200,54.59
1521558000,44.74
1521559800,53.87
1521561600,49.2
1521563400,50.92
1521565200,43.81
1521567000,45.78
1521568800,53.72
1521570600,51.2
1521572400,60.41
1521574200,66.22
1521576000,91.4
1521577800,89.35
1521579600,124.35
1521581400,81.12
1521583200,70.66
1521585000,89.0
1521586800,89.03
1521588600,69.74
1521590400,62.64
1521592200,62.59
1521594000,62.78
1521595800,63.36
1521597600,65.48
1521599400,68.21
1521601200,75.66
1521603000,78.05
1521604800,88.51
1521606600,74.92
1521608400,76.02
1521610200,84.37
1521612000,81.3
1521613800,84.22
1521615600,89.21
1521617400,97.38
1521619200,101.11
1521621000,103.36
1521622800,90.11
1521624600,80.91
1521626400,69.69
1521628200,67.28
1521630000,67.15
1521631800,68.84
1521633600,66.32
1521635400,67.75
1521637200,65.32
1521639000,62.91
1521640800,65.96
1521642600,71.52
1521644400,67.96
1521646200,60.7
1521648000,58.31
1521649800,65.89
1521651600,69.95
1521653400,72.18
1521655200,75.23
1521657000,77.25
1521658800,89.01
1521660600,81.19
1521662400,106.23
1521664200,105.32
1521666000,113.81
1521667800,91.5
1521669600,87.25
1521671400,85.71
1521673200,82.56
1521675000,79.61
1521676800,79.74
1521678600,85.72
1521680400,79.9
1521682200,79.45
1521684000,79.84
1521685800,89.92
1521687600,103.65
1521689400,132.87
1521691200,185.0
1521693000,185.61
1521694800,100.57
1521696600,128.82
1521698400,111.49
1521700200,92.49
1521702000,113.24
1521703800,137.34
1521705600,134.17
1521707400,143.32
1521709200,140.65
1521711000,128.59
1521712800,95.71
1521714600,88.11
1521716400,75.53
1521718200,68.49
1521720000,63.75
1521721800,63.35
1521723600,60.21
1521725400,66.43
1521727200,92.07
1521729000,75.37
1521730800,60.98
1521732600,55.96
1521734400,57.49
1521736200,53.4
1521738000,54.52
1521739800,52.33
1521741600,45.58
1521743400,57.81
1521745200,63.72
1521747000,82.94
1521748800,81.77
1521750600,85.33
1521752400,96.96
1521754200,80.65
1521756000,81.58
1521757800,87.72
1521759600,78.98
1521761400,84.72
1521763200,82.44
1521765000,76.42
1521766800,80.23
1521768600,78.38
1521770400,83.84
1521772200,100.65
1521774000,102.52
1521775800,102.84
1521777600,107.94
1521779400,106.55
1521781200,110.55
1521783000,129.25
1521784800,142.29
1521786600,121.81
1521788400,121.28
1521790200,109.94
1521792000,117.21
1521793800,113.83
1521795600,105.43
1521797400,94.08
1521799200,88.93
1521801000,97.84
1521802800,109.06
1521804600,85.77
1521806400,88.09
1521808200,92.43
1521810000,86.08
1521811800,111.96
1521813600,115.72
1521815400,107.81
1521817200,97.98
1521819000,74.33
1521820800,67.9
1521822600,62.51
1521824400,56.04
1521826200,58.2
1521828000,58.52
1521829800,55.25
1521831600,49.97
1521833400,58.27
1521835200,57.88
1521837000,60.42
1521838800,64.33
1521840600,65.82
1521842400,65.75
1521844200,78.62
1521846000,101.72
1521847800,95.09
1521849600,88.68
1521851400,89.24
1521853200,71.58
1521855000,89.29
1521856800,78.04
1521858600,62.87
1521860400,63.06
1521862200,64.21
1521864000,69.87
1521865800,68.88
1521867600,68.77
1521869400,69.34
1521871200,75.3
1521873000,75.18
1521874800,93.04
1521876600,71.78
1521878400,71.45
1521880200,76.73
1521882000,74.15
1521883800,68.98
1521885600,61.8
1521887400,58.69
1521889200,69.23
1521891000,66.78
1521892800,67.41
1521894600,66.07
1521896400,55.8
1521898200,55.05
1521900000,57.17
1521901800,44.01
1521903600,51.42
1521905400,61.37
1521907200,40.77
1521909000,39.91
1521910800,28.85
1521912600,42.83
1521914400,-165.25
1521916200,15.85
1521918000,9.41
1521919800,31.93
1521921600,43.45
1521923400,52.86
1521925200,42.73
1521927000,37.05
1521928800,34.7
1521930600,28.97
1521932400,15.85
1521934200,18.89
1521936000,35.8
1521937800,37.87
1521939600,41.23
1521941400,27.29
1521943200,32.73
1521945000,38.61
1521946800,25.66
1521948600,31.98
1521950400,15.21
1521952200,40.81
1521954000,49.01
1521955800,45.11
1521957600,55.9
1521959400,58.4
1521961200,61.67
1521963000,60.4
1521964800,48.84
1521966600,65.67
1521968400,63.59
1521970200,63.27
1521972000,52.57
1521973800,33.61
1521975600,32.44
1521977400,30.39
1521979200,36.86
1521981000,42.57
1521982800,40.24
1521984600,41.25
1521986400,42.27
1521988200,38.26
1521990000,31.26
1521991800,40.98
1521993600,38.62
1521995400,29.76
1521997200,38.62
1521999000,42.53
1522000800,50.88
1522002600,56.38
1522004400,59.86
1522006200,71.85
1522008000,79.0
1522009800,95.11
1522011600,119.77
1522013400,104.91
1522015200,106.31
1522017000,108.33
1522018800,106.75
1522020600,105.41
1522022400,87.09
1522024200,82.53
1522026000,90.73
1522027800,99.66
1522029600,97.74
1522031400,84.14
1522033200,76.37
1522035000,73.89
1522036800,77.92
1522038600,74.87
1522040400,75.93
1522042200,76.01
1522044000,77.01
1522045800,82.34
1522047600,92.34
1522049400,93.58
1522051200,107.21
1522053000,116.95
1522054800,134.83
1522056600,113.57
1522058400,97.8
1522060200,87.54
1522062000,91.1
1522063800,105.65
1522065600,88.77
1522067400,84.23
1522069200,78.1
1522071000,72.38
1522072800,93.51
1522074600,74.56
1522076400,71.94
1522078200,69.33
1522080000,64.63
1522081800,59.01
1522083600,55.97
1522085400,58.13
1522087200,55.79
1522089000,59.3
1522090800,62.31
1522092600,70.71
1522094400,74.26
1522096200,77.47
1522098000,87.25
1522099800,71.71
1522101600,68.29
1522103400,65.19
1522105200,62.69
1522107000,68.44
1522108800,69.93
1522110600,65.68
1522112400,62.63
1522114200,61.44
1522116000,59.91
1522117800,61.0
1522119600,61.78
1522121400,61.63
1522123200,60.65
1522125000,60.41
1522126800,62.61
1522128600,73.29
1522130400,68.87
1522132200,68.73
1522134000,66.0
1522135800,67.43
1522137600,68.58
1522139400,75.83
1522141200,76.58
1522143000,70.55
1522144800,67.89
1522146600,65.88
1522148400,61.92
1522150200,47.6
1522152000,33.77
1522153800,55.79
1522155600,43.29
1522157400,44.69
1522159200,42.8
1522161000,48.21
1522162800,38.86
1522164600,43.64
1522166400,38.02
1522168200,37.13
1522170000,26.71
1522171800,30.59
1522173600,37.12
1522175400,50.66
1522177200,68.37
1522179000,78.21
1522180800,84.89
1522182600,101.52
1522184400,113.09
1522186200,91.81
1522188000,85.27
1522189800,88.0
1522191600,85.3
1522193400,82.42
1522195200,79.92
1522197000,77.47
1522198800,86.65
1522200600,86.12
1522202400,85.45
1522204200,86.66
1522206000,87.57
1522207800,87.17
1522209600,84.2
1522211400,95.9
1522213200,90.92
1522215000,97.73
1522216800,101.54
1522218600,95.33
1522220400,103.16
1522222200,98.52
1522224000,95.52
1522225800,97.79
1522227600,107.67
1522229400,125.41
1522231200,96.45
1522233000,82.33
1522234800,84.44
1522236600,80.86
1522238400,76.41
1522240200,78.04
1522242000,71.89
1522243800,99.61
1522245600,130.16
1522247400,122.91
1522249200,89.8
1522251000,85.3
1522252800,84.6
1522254600,80.67
1522256400,84.38
1522258200,85.15
1522260000,86.36
1522261800,84.34
1522263600,99.23
1522265400,110.46
1522267200,103.84
1522269000,114.34
1522270800,110.22
1522272600,102.79
1522274400,94.11
1522276200,104.79
1522278000,115.37
1522279800,111.65
1522281600,100.06
1522283400,94.91
1522285200,98.17
1522287000,88.88
1522288800,87.37
1522290600,84.03
1522292400,84.71
1522294200,80.11
1522296000,75.96
1522297800,74.34
1522299600,85.21
1522301400,76.12
1522303200,73.15
1522305000,84.23
1522306800,83.18
1522308600,71.84
1522310400,79.79
1522312200,85.35
1522314000,90.71
1522315800,90.37
1522317600,89.87
1522319400,89.24
1522321200,86.06
1522323000,84.25
1522324800,74.64
1522326600,97.91
1522328400,93.61
1522330200,83.1
1522332000,88.86
1522333800,79.46
1522335600,75.83
1522337400,81.78
1522339200,75.11
1522341000,73.59
1522342800,68.28
1522344600,69.01
1522346400,53.86
1522348200,60.9
1522350000,71.35
1522351800,71.81
1522353600,70.72
1522355400,72.98
1522357200,76.93
1522359000,76.28
1522360800,81.57
1522362600,84.34
1522364400,75.22
1522366200,85.16
1522368000,85.41
1522369800,86.59
1522371600,89.0
1522373400,87.56
1522375200,89.23
1522377000,90.75
1522378800,87.46
1522380600,79.3
1522382400,72.15
1522384200,72.88
1522386000,78.09
1522387800,78.73
1522389600,98.08
1522391400,103.19
1522393200,102.85
1522395000,120.59
1522396800,116.03
1522398600,129.47
1522400400,131.73
1522402200,118.81
1522404000,113.13
1522405800,96.63
1522407600,83.79
1522409400,87.05
1522411200,87.59
1522413000,91.16
1522414800,85.5
1522416600,107.75
1522418400,253.87
1522420200,140.16
1522422000,74.26
1522423800,83.75
1522425600,83.32
1522427400,74.41
1522429200,77.39
1522431000,75.18
1522432800,75.76
1522434600,71.25
1522436400,72.91
1522438200,71.81
1522440000,72.17
1522441800,75.65
1522443600,134.25
1522445400,112.3
1522447200,106.46
1522449000,89.31
1522450800,83.79
1522452600,78.09
1522454400,82.17
1522456200,77.93
1522458000,74.17
1522459800,70.53
1522461600,75.04
1522463400,73.81
1522465200,72.7
1522467000,73.34
1522468800,73.65
1522470600,74.68
1522472400,79.45
1522474200,93.79
1522476000,86.36
1522477800,109.91
1522479600,121.25
1522481400,142.8
1522483200,169.49
1522485000,278.17
1522486800,136.89
1522488600,132.46
1522490400,133.67
1522492200,126.59
1522494000,117.5
1522495800,115.26
1522497600,105.07
1522499400,119.23
1522501200,113.74
1522503000,111.34
1522504800,223.2
1522506600,108.16
1522508400,119.09
1522510200,108.27
1522512000,106.88
1522513800,107.15
1522515600,80.39
1522517400,86.4
1522519200,70.37
1522521000,72.44
1522522800,71.37
1522524600,69.89
1522526400,63.18
1522528200,65.76
1522530000,70.56
1522531800,74.19
1522533600,70.72
1522535400,78.77
1522537200,78.75
1522539000,77.71
1522540800,76.67
1522542600,72.18
1522544400,68.82
1522546200,64.08
1522548000,69.21
1522549800,71.93
1522551600,79.67
1522553400,74.64
1522555200,69.1
1522557000,61.18
1522558800,65.22
1522560600,93.1
1522562400,103.58
1522564200,98.35
1522566000,104.03
1522567800,110.3
1522569600,115.9
1522571400,113.5
1522573200,121.28
1522575000,117.42
1522576800,106.18
1522578600,83.51
1522580400,86.3
1522582200,93.98
1522584000,84.63
1522585800,83.62
1522587600,78.19
1522589400,85.92
1522591200,90.22
1522593000,75.89
1522594800,74.47
1522596600,77.43
1522598400,74.36
1522600200,65.9
1522602000,48.97
1522603800,64.83
1522605600,53.12
1522607400,57.78
1522609200,47.26
1522611000,43.35
1522612800,42.13
1522614600,68.77
1522616400,70.52
1522618200,64.91
1522620000,71.59
1522621800,77.12
1522623600,84.28
1522625400,74.58
1522627200,73.25
1522629000,71.5
1522630800,63.57
1522632600,63.52
1522634400,62.46
1522636200,64.6
1522638000,63.39
1522639800,64.08
1522641600,67.67
1522643400,69.18
1522645200,83.52
1522647000,80.82
1522648800,68.51
1522650600,82.61
1522652400,88.57
1522654200,101.43
1522656000,115.48
1522657800,106.52
1522659600,96.73
1522661400,88.58
1522663200,92.11
1522665000,89.32
1522666800,84.09
1522668600,73.14
1522670400,68.0
1522672200,66.39
1522674000,64.69
1522675800,79.88
1522677600,99.32
1522679400,90.8
1522681200,86.72
1522683000,79.57
1522684800,84.38
1522686600,73.74
1522688400,72.93
1522690200,69.68
1522692000,73.66
1522693800,69.31
1522695600,66.6
1522697400,69.75
1522699200,71.47
1522701000,74.19
1522702800,85.77
1522704600,75.41
1522706400,87.57
1522708200,93.19
1522710000,95.17
1522711800,88.97
1522713600,80.14
1522715400,85.37
1522717200,81.84
1522719000,91.08
1522720800,89.45
1522722600,91.78
1522724400,89.14
1522726200,94.27
1522728000,98.76
1522729800,94.25
1522731600,98.71
1522733400,98.87
1522735200,101.85
1522737000,98.61
1522738800,110.34
1522740600,115.92
1522742400,111.24
1522744200,118.97
1522746000,112.37
1522747800,89.47
1522749600,82.22
1522751400,76.83
1522753200,77.22
1522755000,74.39
1522756800,66.94
1522758600,76.83
1522760400,71.47
1522762200,70.73
1522764000,80.01
1522765800,81.46
1522767600,60.58
1522769400,63.01
1522771200,62.92
1522773000,59.27
1522774800,59.76
1522776600,48.03
1522778400,43.53
1522780200,57.68
1522782000,50.01
1522783800,65.18
1522785600,82.51
1522787400,87.04
1522789200,103.5
1522791000,99.66
1522792800,110.1
1522794600,105.81
1522796400,97.36
1522798200,106.33
1522800000,114.84
1522801800,111.58
1522803600,105.13
1522805400,106.95
1522807200,110.16
1522809000,110.24
1522810800,111.64
1522812600,113.16
1522814400,114.07
1522816200,145.4
1522818000,109.54
1522819800,129.77
1522821600,114.45
1522823400,125.3
1522825200,118.37
1522827000,114.54
1522828800,120.57
1522830600,118.87
1522832400,118.46
1522834200,101.88
1522836000,104.47
1522837800,94.08
1522839600,90.57
1522841400,90.44
1522843200,89.93
1522845000,102.42
1522846800,94.05
1522848600,94.3
1522850400,115.37
1522852200,88.69
1522854000,75.16
1522855800,93.65
1522857600,74.59
1522859400,98.12
1522861200,91.15
1522863000,89.0
1522864800,89.4
1522866600,92.45
1522868400,128.35
1522870200,102.46
1522872000,108.35
1522873800,98.23
1522875600,108.72
1522877400,87.07
1522879200,107.1
1522881000,109.59
1522882800,113.22
1522884600,100.04
1522886400,93.58
1522888200,97.53
1522890000,97.84
1522891800,85.36
1522893600,86.08
1522895400,92.34
1522897200,85.4
1522899000,96.51
1522900800,93.81
1522902600,99.28
1522904400,97.91
1522906200,92.69
1522908000,99.09
1522909800,90.83
1522911600,87.47
1522913400,92.21
1522915200,114.59
1522917000,114.58
1522918800,113.56
1522920600,96.51
1522922400,96.4
1522924200,94.05
1522926000,91.49
1522927800,87.12
1522929600,76.95
1522931400,108.78
1522933200,91.18
1522935000,93.36
1522936800,104.99
1522938600,97.93
1522940400,78.54
1522942200,76.87
1522944000,73.68
1522945800,65.1
1522947600,64.18
1522949400,58.38
1522951200,57.94
1522953000,59.83
1522954800,72.8
1522956600,85.99
1522958400,80.62
1522960200,80.78
1522962000,97.55
1522963800,98.01
1522965600,99.2
1522967400,92.08
1522969200,90.37
1522971000,88.39
1522972800,88.98
1522974600,93.4
1522976400,98.17
1522978200,104.03
1522980000,100.7
1522981800,91.03
1522983600,96.55
1522985400,97.06
1522987200,93.41
1522989000,97.55
1522990800,99.17
1522992600,109.02
1522994400,141.85
1522996200,129.48
1522998000,108.14
1522999800,107.99
1523001600,115.09
1523003400,121.42
1523005200,102.45
1523007000,88.05
1523008800,83.26
1523010600,79.88
1523012400,77.31
1523014200,79.93
1523016000,82.83
1523017800,82.8
1523019600,81.9
1523021400,85.61
1523023200,88.47
1523025000,92.38
1523026800,79.85
1523028600,63.66
1523030400,69.16
1523032200,64.37
1523034000,62.89
1523035800,60.2
1523037600,56.09
1523039400,54.88
1523041200,56.91
1523043000,55.08
1523044800,58.84
1523046600,63.06
1523048400,65.83
1523050200,73.06
1523052000,71.94
1523053800,70.76
1523055600,77.31
1523057400,81.71
1523059200,77.9
1523061000,76.18
1523062800,78.65
1523064600,77.98
1523066400,75.79
1523068200,78.25
1523070000,78.72
1523071800,82.52
1523073600,86.2
1523075400,85.82
1523077200,95.29
1523079000,104.2
1523080800,102.45
1523082600,116.89
1523084400,139.49
1523086200,115.46
1523088000,150.93
1523089800,309.01
1523091600,177.72
1523093400,117.13
1523095200,111.71
1523097000,104.11
1523098800,98.64
1523100600,89.26
1523102400,89.53
